################################################################################
# Neural network connection values (weights and biases).
################################################################################
# Col  Name       Description
################################################################################
# 1    connection Neural network connection value.
# 2    t          Connection type (a = weight, b = bias).
# 3    index      Index enumerating weights.
# 4    l_s        Starting point layer (end point layer for biases).
# 5    n_s        Starting point neuron in starting layer (end point neuron for biases).
# 6    l_e        End point layer.
# 7    n_e        End point neuron in end layer.
################################################################################
#                      1 2         3     4     5     6     7
#             connection t     index   l_s   n_s   l_e   n_e
############################################################
 -9.2860840550244383E-01 a       424     0    29     1     4
 -2.4852202848829794E-01 a       425     0    29     1     5
  7.1660541324020319E-02 a       426     0    29     1     6
  5.5477224901045175E-01 a       427     0    29     1     7
 -1.1683286810919891E-01 a       428     0    29     1     8
 -2.9761434614304333E-01 a       429     0    29     1     9
  7.6637914906747251E-01 a       430     0    29     1    10
 -8.1300968471812163E-01 a       431     0    29     1    11
 -3.3244043057391326E-01 a       432     0    29     1    12
 -5.6812864017798349E-03 a       433     0    29     1    13
  4.7274843548523373E-03 a       434     0    29     1    14
 -4.5042273007684624E-02 a       435     0    29     1    15
  4.4612689907460736E-02 a       436     0    30     1     1
 -5.1799959415230179E-01 a       437     0    30     1     2
  2.4896531779446601E-01 a       438     0    30     1     3
 -5.7525062601413324E-01 a       439     0    30     1     4
 -4.0046862405570949E-01 a       440     0    30     1     5
 -6.2382912881535324E-01 a       441     0    30     1     6
 -5.1316379903480713E-01 a       442     0    30     1     7
 -3.9035658272799761E-01 a       443     0    30     1     8
 -3.4444153881338263E-01 a       444     0    30     1     9
  4.8103849955554875E-02 a       445     0    30     1    10
  3.1628583488677486E-01 a       446     0    30     1    11
  3.4788555708936623E-02 a       447     0    30     1    12
  6.1725009797732977E-01 a       448     0    30     1    13
  3.9382168378149623E-01 a       449     0    30     1    14
  1.7940475302771434E-02 a       450     0    30     1    15
  3.4745033611281260E+00 a       451     0    31     1     1
 -5.4929037108750023E-01 a       452     0    31     1     2
 -1.5175881787696008E+00 a       453     0    31     1     3
  8.5413339119824669E-03 a       454     0    31     1     4
 -3.7323377268215281E+00 a       455     0    31     1     5
  6.2332134143019269E-01 a       456     0    31     1     6
  3.9707463163317662E+00 a       457     0    31     1     7
 -9.5142718776824386E-01 a       458     0    31     1     8
 -1.4110917276878668E-01 a       459     0    31     1     9
  2.3272817517052791E+00 a       460     0    31     1    10
  1.1285319436840493E+00 a       461     0    31     1    11
 -4.3707355017407140E-01 a       462     0    31     1    12
  5.7360573644684152E+00 a       463     0    31     1    13
  2.4179113142506059E-01 a       464     0    31     1    14
  5.6326048202138046E-01 a       465     0    31     1    15
 -1.9937018161742359E-01 a       466     0    32     1     1
 -2.8396518600285103E-01 a       467     0    32     1     2
 -5.3774282542979751E-02 a       468     0    32     1     3
  4.0834318873858000E-01 a       469     0    32     1     4
 -5.1191289994369907E-02 a       470     0    32     1     5
 -1.7809583861626013E-01 a       471     0    32     1     6
 -6.5521745190517433E-01 a       472     0    32     1     7
 -5.9466840451093440E-02 a       473     0    32     1     8
  3.3779872039859833E-02 a       474     0    32     1     9
 -4.4670320651463513E-01 a       475     0    32     1    10
  1.0312874626159618E+00 a       476     0    32     1    11
  5.2357559123889875E-02 a       477     0    32     1    12
 -1.0532587198239023E-01 a       478     0    32     1    13
 -2.0898388620630161E-03 a       479     0    32     1    14
  5.2330656137848847E-02 a       480     0    32     1    15
  2.1815936380287546E-01 a       481     0    33     1     1
  5.0946864696715055E-01 a       482     0    33     1     2
 -1.2124368301417441E+00 a       483     0    33     1     3
 -1.9844132660712299E-01 a       484     0    33     1     4
  1.6283287369195747E+00 a       485     0    33     1     5
  7.0602909968351479E-01 a       486     0    33     1     6
  3.1076955135403694E-01 a       487     0    33     1     7
  8.0848827470280371E-01 a       488     0    33     1     8
  1.2545925242069191E+00 a       489     0    33     1     9
 -2.0003820138598027E-01 a       490     0    33     1    10
 -3.2398764356841456E-02 a       491     0    33     1    11
  3.7211162224658217E-01 a       492     0    33     1    12
 -1.5197580004926956E+00 a       493     0    33     1    13
